"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:216","Ich bin mir sicher, wir finden einem Weg, dich ins obere Viertel zu bringen.","Jsem si jistej, že najde cestičku, jak tě dostat do horní části města.","","False","DIA_Lares_Alternative_09_02","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:227","Erzähl mir mehr über die Söldner.","Řekni mi o žoldnéřích víc.","","False","DIA_Lares_AboutSld.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:255","Von welchem Schiff hast du geredet?","O jaké lodi jsi to mluvil?","","False","DIA_LARES_SCHIFF.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:284","Wie komme ich zum Hof des Großbauern?","Jak najdu farmu velkostatkáře?","","False","DIA_LARES_WEGZUMHOF.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:299","Ich kann dich hinbringen, wenn du willst. Hab sowieso schon zu lange hier rumgehangen.","Můžu tě tam vzít, jestli chceš. Stejně už tady postávám moc dlouho.","","False","DIA_Lares_WegZumHof_09_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:300","Hier im Hafen gibt es zwar für gewöhnlich keine Miliz, aber ich muss ja nicht riskieren, dass einer von ihnen Verdacht schöpft ...","Obvykle v přístavu není žádná domobrana, ale nemůžu riskovat, aby dostali nějaký podezření.","","False","DIA_Lares_WegZumHof_09_02","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:488","Ich hab gehört, du bist aufgenommen worden.","Slyšel jsem, žes byl přijat.","","False","DIA_Lares_OtherGuild_09_09","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:585","Klar. Wenn du willst, helfe ich dir, geschickter zu werden.","Jasně. Jestli máš zájem, pomůžu ti posílit tvou obratnost.","","False","DIA_Lares_DEX_09_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:601","Ich will geschickter werden!","Chci být obratnější!","","False","DIA_Lares_TEACH.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:615","Ich will geschickter werden!","Chci být obratnější!","","False","DIA_Lares_TEACH_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_456_Abuyin.d:80","Willkommen Freund, nimm Platz auf meinen bescheidenen Teppichen und genieße in Ruhe eine Pfeife.","Vítej, příteli. Posaď se na moji skromnou rohož, a obětuj svůj čas potěšení z dýmky.","","False","DIA_Abuyin_Hallo_13_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_484_Lehmar.d:377","(grinst) Ich? Nein.","(směje se) Já? Ne.","","False","DIA_Lehmar_Add_15_02","",""
