"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:215","Wenn ich du wäre, würde ich zu Onars Hof gehen und mit Lee reden.","Si j'étais vous, j'irai voir Lee à la ferme d'Onar.","","False","DIA_Lares_Alternative_09_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:216","Ich bin mir sicher, wir finden einem Weg, dich ins obere Viertel zu bringen.","Je suis persuadé qu'on trouvera le moyen de vous faire entrer au haut quartier.","","False","DIA_Lares_Alternative_09_02","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:227","Erzähl mir mehr über die Söldner.","Dites-m'en plus au sujet des mercenaires.","","False","DIA_Lares_AboutSld.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:255","Von welchem Schiff hast du geredet?","De quel navire parliez-vous ?","","False","DIA_LARES_SCHIFF.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:284","Wie komme ich zum Hof des Großbauern?","Comment trouver la ferme du propriétaire terrien ?","","False","DIA_LARES_WEGZUMHOF.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:299","Ich kann dich hinbringen, wenn du willst. Hab sowieso schon zu lange hier rumgehangen.","Je peux vous y conduire si vous voulez. De toute façon ça fait trop longtemps que je suis ici.","","False","DIA_Lares_WegZumHof_09_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:300","Hier im Hafen gibt es zwar für gewöhnlich keine Miliz, aber ich muss ja nicht riskieren, dass einer von ihnen Verdacht schöpft ...","En général, les miliciens ne viennent pas au port, mais il ne faudrait pas qu'ils se mettent à me soupçonner...","","False","DIA_Lares_WegZumHof_09_02","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:488","Ich hab gehört, du bist aufgenommen worden.","J'ai entendu dire que vous aviez été accepté.","","False","DIA_Lares_OtherGuild_09_09","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:585","Klar. Wenn du willst, helfe ich dir, geschickter zu werden.","Bien sûr. Si vous voulez, je peux vous apprendre à devenir plus agile.","","False","DIA_Lares_DEX_09_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:601","Ich will geschickter werden!","Je veux devenir plus habile.","","False","DIA_Lares_TEACH.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:615","Ich will geschickter werden!","Je voudrais devenir plus agile.","","False","DIA_Lares_TEACH_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_456_Abuyin.d:80","Willkommen Freund, nimm Platz auf meinen bescheidenen Teppichen und genieße in Ruhe eine Pfeife.","Bienvenue, mon ami. Asseyez-vous sur mes humbles tapis et prenez donc le temps de fumer une bonne pipe.","","False","DIA_Abuyin_Hallo_13_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_484_Lehmar.d:377","(grinst) Ich? Nein.","(sourit) Moi ? Bien sûr que non, voyons !","","False","DIA_Lehmar_Add_15_02","",""
