"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:216","Ich bin mir sicher, wir finden einem Weg, dich ins obere Viertel zu bringen.","Sono certo che troveremo un modo per farti entrare nei quartieri alti.","","False","DIA_Lares_Alternative_09_02","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:227","Erzähl mir mehr über die Söldner.","Parlami ancora dei mercenari.","","False","DIA_Lares_AboutSld.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:255","Von welchem Schiff hast du geredet?","Di quale nave stavi parlando?","","False","DIA_LARES_SCHIFF.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:284","Wie komme ich zum Hof des Großbauern?","Come trovo la fattoria del proprietario terriero?","","False","DIA_LARES_WEGZUMHOF.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:299","Ich kann dich hinbringen, wenn du willst. Hab sowieso schon zu lange hier rumgehangen.","Posso condurti là, se vuoi. Sono rimasto qui fin troppo, ormai.","","False","DIA_Lares_WegZumHof_09_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:300","Hier im Hafen gibt es zwar für gewöhnlich keine Miliz, aber ich muss ja nicht riskieren, dass einer von ihnen Verdacht schöpft ...","Generalmente non c'è esercito qui al porto, ma non posso rischiare che qualcuno si insospettisca.","","False","DIA_Lares_WegZumHof_09_02","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:488","Ich hab gehört, du bist aufgenommen worden.","Ho sentito dire che sei stato accettato.","","False","DIA_Lares_OtherGuild_09_09","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:585","Klar. Wenn du willst, helfe ich dir, geschickter zu werden.","Certo. Se lo desideri, posso aiutarti a migliorare la tua destrezza.","","False","DIA_Lares_DEX_09_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:601","Ich will geschickter werden!","Voglio aumentare la mia destrezza!","","False","DIA_Lares_TEACH.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:615","Ich will geschickter werden!","Voglio aumentare la mia destrezza!","","False","DIA_Lares_TEACH_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_456_Abuyin.d:80","Willkommen Freund, nimm Platz auf meinen bescheidenen Teppichen und genieße in Ruhe eine Pfeife.","Benvenuto amico mio, siediti sui miei modesti tappetini e fermati un attimo a goderti una pipa.","","False","DIA_Abuyin_Hallo_13_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_484_Lehmar.d:377","(grinst) Ich? Nein.","(smorfia) Io? No.","","False","DIA_Lehmar_Add_15_02","",""
